###################################################################################
### CosmicWatch: The Desktop Muon Detector 
### Questions? saxani@mit.edu 
### Comp_date Comp_time Event Ardn_time[ms] ADC_value[0-1023] SiPM[mV] Deadtime[ms]
###################################################################################
Device ID: SD initialization failed!
2023-06-30 09:36:09.772000 Is there an SD card inserted?
2023-06-30 09:36:09.872000 ##########################################################################################
2023-06-30 09:36:09.938000 ### CosmicWatch: The Desktop Muon Detector
2023-06-30 09:36:09.971000 ### Questions? saxani@mit.edu
2023-06-30 09:36:10.039000 ### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name
2023-06-30 09:36:10.139000 ##########################################################################################
2023-06-30 09:36:10.171000 Device ID: Pinky
2023-06-30 09:36:10.200000 1 2407 60 17.43 0 259.38
2023-06-30 09:36:10.245000 2 2506 108 22.63 5 259.48
2023-06-30 09:36:10.286000 3 2512 124 23.92 10 259.38
2023-06-30 09:36:10.328000 4 2571 83 20.46 16 259.48
2023-06-30 09:36:10.519000 5 2762 56 16.76 21 259.38
2023-06-30 09:36:10.602000 6 2844 51 15.86 26 259.48
2023-06-30 09:36:10.707000 7 2967 57 16.93 31 259.59
2023-06-30 09:36:10.741000 8 2994 63 17.91 36 259.48
2023-06-30 09:36:10.782000 9 3011 79 20.03 41 259.59
2023-06-30 09:36:11.073000 10 3321 86 20.77 46 259.48
2023-06-30 09:36:11.106000 11 3362 99 21.91 51 259.38
2023-06-30 09:36:11.150000 12 3382 51 15.86 56 259.48
2023-06-30 09:36:11.211000 13 3459 83 20.46 61 259.38
2023-06-30 09:36:11.244000 14 3501 131 24.54 66 259.38
2023-06-30 09:36:11.289000 15 3513 65 18.22 71 259.48
2023-06-30 09:36:11.370000 16 3610 51 15.86 76 259.38
2023-06-30 09:36:11.419000 17 3680 56 16.76 81 259.38
2023-06-30 09:36:11.468000 18 3687 56 16.76 86 259.38
2023-06-30 09:36:11.812000 19 4057 71 19.06 91 259.38
2023-06-30 09:36:11.860000 20 4101 78 19.92 96 259.48
2023-06-30 09:36:12.126000 21 4380 60 17.43 101 259.38
2023-06-30 09:36:12.159000 22 4416 73 19.32 106 259.38
2023-06-30 09:36:12.207000 23 4434 126 24.09 111 259.38
2023-06-30 09:36:12.286000 24 4527 71 19.06 116 259.38
2023-06-30 09:36:12.357000 25 4597 56 16.76 121 259.38
2023-06-30 09:36:12.437000 26 4697 71 19.06 126 259.48
2023-06-30 09:36:12.489000 27 4726 103 22.23 131 259.48
2023-06-30 09:36:12.788000 28 5026 352 66.89 136 259.38
2023-06-30 09:36:12.844000 29 5104 88 20.96 141 259.38
2023-06-30 09:36:12.878000 30 5128 92 21.32 146 259.38
2023-06-30 09:36:12.924000 31 5149 49 15.48 151 259.38
2023-06-30 09:36:13 32 5261 67 18.51 156 259.59
2023-06-30 09:36:13.051000 33 5277 112 22.94 161 259.38
2023-06-30 09:36:13.181000 34 5426 67 18.51 166 259.48
2023-06-30 09:36:13.215000 35 5472 67 18.51 171 259.38
2023-06-30 09:36:13.262000 36 5491 280 48.67 176 259.38
2023-06-30 09:36:13.318000 37 5575 96 21.67 181 259.38
2023-06-30 09:36:13.368000 38 5608 51 15.86 186 259.38
2023-06-30 09:36:13.493000 39 5733 56 16.76 191 259.59
2023-06-30 09:36:13.545000 40 5785 62 17.75 196 259.38
2023-06-30 09:36:13.680000 41 5919 188 32.01 201 259.38
2023-06-30 09:36:13.738000 42 5979 92 21.32 206 259.38
2023-06-30 09:36:13.900000 43 6151 56 16.76 211 259.38
2023-06-30 09:36:13.952000 44 6191 156 27.28 216 259.38
2023-06-30 09:36:14.019000 45 6259 62 17.75 221 259.48
2023-06-30 09:36:14.256000 46 6496 49 15.48 226 259.38
2023-06-30 09:36:14.305000 47 6558 147 26.19 231 259.38
2023-06-30 09:36:14.356000 48 6596 79 20.03 236 259.38
2023-06-30 09:36:14.432000 49 6692 387 81.05 241 259.38
2023-06-30 09:36:14.464000 50 6715 73 19.32 246 259.38
2023-06-30 09:36:14.513000 51 6745 51 15.86 251 259.38
2023-06-30 09:36:14.621000 52 6882 56 16.76 256 259.38
2023-06-30 09:36:14.673000 53 6891 412 92.93 261 259.38
2023-06-30 09:36:14.751000 54 7011 49 15.48 266 259.59
2023-06-30 09:36:14.802000 55 7034 120 23.58 271 259.48
2023-06-30 09:36:14.934000 56 7194 184 31.36 276 259.38
2023-06-30 09:36:14.985000 57 7213 71 19.06 281 259.38
2023-06-30 09:36:15.043000 58 7282 423 97.36 286 259.38
