###################################################################################
### CosmicWatch: The Desktop Muon Detector 
### Questions? saxani@mit.edu 
### Comp_date Comp_time Event Ardn_time[ms] ADC_value[0-1023] SiPM[mV] Deadtime[ms]
###################################################################################
Device ID: SD initialization failed!

2023-06-30 11:33:13.283000 Is there an SD card inserted?

2023-06-30 11:33:13.384000 ##########################################################################################

2023-06-30 11:33:13.450000 ### CosmicWatch: The Desktop Muon Detector

2023-06-30 11:33:13.483000 ### Questions? saxani@mit.edu

2023-06-30 11:33:13.550000 ### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name

2023-06-30 11:33:13.650000 ##########################################################################################

2023-06-30 11:33:13.682000 Device ID: Pinky

2023-06-30 11:33:13.716000 1 2515 103 22.23 0 259.48

2023-06-30 11:33:13.749000 2 2532 147 26.19 5 259.38

2023-06-30 11:33:13.751000 3 2545 67 18.51 10 259.38

2023-06-30 11:33:13.783000 4 2561 145 25.96 25 259.38

2023-06-30 11:33:13.816000 5 2612 60 17.43 54 259.38

2023-06-30 11:33:13.849000 6 2643 65 18.22 60 259.38

2023-06-30 11:33:13.882000 7 2654 63 17.91 65 259.38

2023-06-30 11:33:14.250000 8 3077 65 18.22 85 259.38

2023-06-30 11:33:14.331000 9 3158 94 21.50 90 259.48

2023-06-30 11:33:14.579000 10 3403 67 18.51 95 259.16

2023-06-30 11:33:14.700000 11 3524 56 16.76 100 259.38

2023-06-30 11:33:14.765000 12 3608 143 25.74 105 259.38

2023-06-30 11:33:14.810000 13 3635 211 35.96 110 259.38

2023-06-30 11:33:14.843000 14 3683 49 15.48 115 259.38

2023-06-30 11:33:14.876000 15 3707 204 34.73 120 259.38

2023-06-30 11:33:14.920000 16 3714 92 21.32 125 259.38

2023-06-30 11:33:15.204000 17 4027 63 17.91 130 259.38

2023-06-30 11:33:15.305000 18 4126 344 64.67 135 259.38

2023-06-30 11:33:15.338000 19 4179 51 15.86 140 259.48

2023-06-30 11:33:15.386000 20 4186 63 17.91 145 259.38

2023-06-30 11:33:15.512000 21 4335 78 19.92 150 259.38

2023-06-30 11:33:15.571000 22 4395 344 64.67 155 259.38

2023-06-30 11:33:15.757000 23 4580 62 17.75 160 259.38

2023-06-30 11:33:15.868000 24 4691 56 16.76 165 259.38

2023-06-30 11:33:15.911000 25 4754 56 16.76 170 259.48

2023-06-30 11:33:15.961000 26 4768 79 20.03 175 259.38

2023-06-30 11:33:16.210000 27 5032 207 35.26 180 259.48

2023-06-30 11:33:16.291000 28 5113 127 24.18 185 259.48

2023-06-30 11:33:16.390000 29 5212 143 25.74 190 259.48

2023-06-30 11:33:16.441000 30 5266 56 16.76 195 259.38

2023-06-30 11:33:16.490000 31 5314 60 17.43 200 259.38

2023-06-30 11:33:17.013000 32 5837 56 16.76 205 259.59

2023-06-30 11:33:17.072000 33 5896 73 19.32 210 259.38

2023-06-30 11:33:17.154000 34 5978 51 15.86 215 259.38

2023-06-30 11:33:17.240000 35 6064 78 19.92 220 259.38

2023-06-30 11:33:17.298000 36 6141 185 31.51 225 259.38

2023-06-30 11:33:17.350000 37 6173 60 17.43 230 259.38

2023-06-30 11:33:17.570000 38 6413 115 23.18 235 259.38

2023-06-30 11:33:17.602000 39 6436 63 17.91 240 259.38

2023-06-30 11:33:17.651000 40 6463 56 16.76 245 259.38

2023-06-30 11:33:17.814000 41 6659 99 21.91 250 259.38

2023-06-30 11:33:17.848000 42 6686 48 15.29 255 259.38

2023-06-30 11:33:17.894000 43 6693 48 15.29 260 259.38

2023-06-30 11:33:17.988000 44 6814 504 143.61 265 259.38

2023-06-30 11:33:18.040000 45 6863 71 19.06 270 259.48

2023-06-30 11:33:18.112000 46 6936 56 16.76 275 259.38

2023-06-30 11:33:18.330000 47 7154 56 16.76 280 259.48

2023-06-30 11:33:18.508000 48 7331 51 15.86 285 259.59

2023-06-30 11:33:19.137000 49 7981 56 16.76 290 259.38

2023-06-30 11:33:19.170000 50 8001 63 17.91 295 259.38

2023-06-30 11:33:19.218000 51 8012 115 23.18 300 259.38

2023-06-30 11:33:19.338000 52 8161 51 15.86 305 259.38

2023-06-30 11:33:19.391000 53 8235 67 18.51 310 259.38

2023-06-30 11:33:19.443000 54 8265 156 27.28 315 259.48

2023-06-30 11:33:19.607000 55 8430 76 19.69 320 259.48

2023-06-30 11:33:19.658000 56 8482 65 18.22 325 259.38

2023-06-30 11:33:19.712000 57 8540 71 19.06 330 259.38

2023-06-30 11:33:19.763000 58 8587 49 15.48 335 259.38

