###################################################################################
### CosmicWatch: The Desktop Muon Detector 
### Questions? saxani@mit.edu 
### Comp_date Comp_time Event Ardn_time[ms] ADC_value[0-1023] SiPM[mV] Deadtime[ms]
###################################################################################
Device ID: SD initialization failed!
2023-06-29 12:32:22.606000 Is there an SD card inserted?
2023-06-29 12:32:22.706000 ##########################################################################################
2023-06-29 12:32:22.771000 ### CosmicWatch: The Desktop Muon Detector
2023-06-29 12:32:22.805000 ### Questions? saxani@mit.edu
2023-06-29 12:32:22.872000 ### Comp_date Comp_time Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] Temp[C] Name
2023-06-29 12:32:22.973000 ##########################################################################################
2023-06-29 12:32:23.007000 Device ID: Pinky
2023-06-29 12:32:23.037000 1 2542 153 26.90 0 259.38
2023-06-29 12:32:23.207000 2 2725 127 24.18 5 259.38
2023-06-29 12:32:23.253000 3 2757 54 16.41 10 259.38
2023-06-29 12:32:23.614000 4 3118 216 36.85 15 259.38
2023-06-29 12:32:24.005000 5 3508 143 25.74 20 259.38
2023-06-29 12:32:24.101000 6 3604 195 33.17 25 259.59
2023-06-29 12:32:24.177000 7 3681 62 17.75 30 259.38
2023-06-29 12:32:24.246000 8 3749 83 20.46 35 259.48
2023-06-29 12:32:24.406000 9 3909 220 37.58 40 259.38
2023-06-29 12:32:24.510000 10 4013 92 21.32 45 259.38
2023-06-29 12:32:24.592000 11 4094 71 19.06 50 259.38
2023-06-29 12:32:24.893000 12 4416 108 22.63 55 259.38
2023-06-29 12:32:24.944000 13 4422 216 36.85 60 259.48
2023-06-29 12:32:25.092000 14 4615 80 20.14 65 259.48
2023-06-29 12:32:25.124000 15 4632 79 20.03 70 259.38
2023-06-29 12:32:25.170000 16 4646 188 32.01 75 259.38
2023-06-29 12:32:25.289000 17 4791 152 26.78 80 259.38
2023-06-29 12:32:25.423000 18 4946 252 43.42 85 259.48
2023-06-29 12:32:25.475000 19 4968 467 121.56 90 259.38
2023-06-29 12:32:25.528000 20 5030 368 72.93 95 259.48
2023-06-29 12:32:25.714000 21 5215 240 41.21 100 259.48
2023-06-29 12:32:25.782000 22 5283 252 43.42 105 259.48
2023-06-29 12:32:26.141000 23 5643 79 20.03 110 259.38
2023-06-29 12:32:26.277000 24 5779 76 19.69 115 259.38
2023-06-29 12:32:26.407000 25 5909 78 19.92 120 259.38
2023-06-29 12:32:26.580000 26 6081 159 27.66 125 259.38
2023-06-29 12:32:26.656000 27 6158 193 32.84 130 259.38
2023-06-29 12:32:26.764000 28 6264 399 87.30 135 259.48
2023-06-29 12:32:26.838000 29 6339 159 27.66 140 259.38
2023-06-29 12:32:27.036000 30 6537 99 21.91 145 259.38
2023-06-29 12:32:27.126000 31 6627 49 15.48 150 259.38
2023-06-29 12:32:27.201000 32 6703 263 45.37 155 259.48
